time (s),w,x-axis,y-axis,z-axis,class
1661435228400.98,0.914,0.188,-0.094,-0.347,3
1661435228401.9402,0.91,0.202,-0.096,-0.349,3
1661435228402.937,0.906,0.216,-0.098,-0.351,3
1661435228403.934,0.902,0.229,-0.099,-0.353,3
1661435228404.932,0.898,0.241,-0.101,-0.355,3
1661435228460.27,0.894,0.251,-0.104,-0.356,3
1661435228460.782,0.89,0.261,-0.108,-0.357,3
1661435228461.8472,0.887,0.27,-0.112,-0.359,3
1661435228462.776,0.883,0.277,-0.116,-0.36,3
1661435228463.775,0.88,0.283,-0.12,-0.361,3
1661435228464.772,0.878,0.288,-0.124,-0.362,3
1661435228519.95,0.876,0.292,-0.127,-0.363,3
1661435228521.971,0.874,0.294,-0.13,-0.363,3
1661435228522.1191,0.873,0.296,-0.133,-0.364,3
1661435228523.1172,0.873,0.296,-0.135,-0.364,3
1661435228524.114,0.873,0.295,-0.137,-0.364,3
1661435228580.053,0.874,0.292,-0.138,-0.363,3
1661435228580.962,0.875,0.288,-0.14,-0.363,3
1661435228581.9858,0.877,0.282,-0.141,-0.362,3
1661435228582.958,0.88,0.274,-0.143,-0.362,3
1661435228639.831,0.883,0.266,-0.143,-0.36,3
1661435228640.803,0.886,0.255,-0.142,-0.359,3
1661435228641.7998,0.891,0.244,-0.14,-0.358,3
1661435228642.796,0.895,0.231,-0.138,-0.356,3
1661435228643.796,0.9,0.217,-0.134,-0.354,3
1661435228644.793,0.905,0.201,-0.13,-0.351,3
1661435228645.894,0.91,0.185,-0.126,-0.349,3
1661435228646.8252,0.915,0.167,-0.123,-0.345,3
1661435228649.927,0.92,0.149,-0.12,-0.342,3
1661435228700.05,0.925,0.131,-0.116,-0.338,3
1661435228700.66,0.929,0.113,-0.113,-0.333,3
1661435228701.673,0.934,0.095,-0.109,-0.328,3
1661435228702.636,0.938,0.077,-0.105,-0.323,3
1661435228703.667,0.941,0.059,-0.101,-0.317,3
1661435228704.633,0.944,0.042,-0.097,-0.312,3
1661435228759.5168,0.947,0.024,-0.093,-0.306,3
1661435228761.531,0.949,0.007,-0.089,-0.301,3
1661435228762.4768,0.951,-0.009,-0.085,-0.296,3
1661435228763.474,0.953,-0.025,-0.081,-0.292,3
1661435228764.471,0.954,-0.04,-0.077,-0.287,3
1661435228765.47,0.955,-0.054,-0.073,-0.283,3
1661435228940.234,0.955,-0.068,-0.069,-0.28,3
1661435228941.233,0.955,-0.082,-0.064,-0.277,3
1661435228943.228,0.955,-0.094,-0.06,-0.274,3
1661435228944.226,0.955,-0.106,-0.056,-0.272,3
1661435228945.222,0.954,-0.118,-0.052,-0.269,3
1661435228948.215,0.954,-0.128,-0.049,-0.267,3
1661435228949.211,0.953,-0.138,-0.047,-0.265,3
1661435228950.209,0.953,-0.147,-0.045,-0.263,3
1661435228951.206,0.952,-0.155,-0.044,-0.261,3
1661435229008.159,0.951,-0.162,-0.043,-0.259,3
1661435229009.051,0.951,-0.169,-0.042,-0.257,3
1661435229010.049,0.95,-0.175,-0.041,-0.255,3
1661435229012.043,0.949,-0.18,-0.04,-0.254,3
1661435229013.04,0.949,-0.184,-0.038,-0.253,3
1661435229014.038,0.949,-0.187,-0.037,-0.253,3
1661435229015.0808,0.949,-0.188,-0.037,-0.252,3
1661435229016.032,0.949,-0.188,-0.038,-0.251,3
1661435229017.159,0.949,-0.187,-0.04,-0.25,3
1661435229059.5688,0.95,-0.185,-0.042,-0.249,3
1661435229061.569,0.951,-0.181,-0.043,-0.249,3
1661435229062.563,0.952,-0.175,-0.046,-0.248,3
1661435229063.56,0.953,-0.169,-0.048,-0.248,3
1661435229064.5571,0.954,-0.161,-0.051,-0.249,3
1661435229119.4102,0.955,-0.152,-0.053,-0.25,3
1661435229120.4072,0.956,-0.142,-0.055,-0.252,3
1661435229121.404,0.956,-0.131,-0.057,-0.255,3
1661435229122.402,0.957,-0.12,-0.058,-0.258,3
1661435229123.399,0.957,-0.107,-0.06,-0.261,3
1661435229124.397,0.958,-0.094,-0.061,-0.265,3
1661435229125.394,0.958,-0.081,-0.063,-0.268,3
1661435229125.394,0.958,-0.067,-0.065,-0.272,3
1661435229126.394,0.957,-0.052,-0.068,-0.276,3
1661435229181.272,0.957,-0.037,-0.071,-0.28,3
1661435229182.241,0.956,-0.021,-0.073,-0.284,3
1661435229183.239,0.954,-0.005,-0.076,-0.289,3
1661435229184.238,0.953,0.011,-0.078,-0.293,3
1661435229185.2332,0.951,0.028,-0.081,-0.298,3
1661435229186.231,0.948,0.045,-0.083,-0.303,3
1661435229187.229,0.946,0.062,-0.084,-0.308,3
1661435229187.229,0.943,0.079,-0.085,-0.312,3
1661435229188.226,0.94,0.096,-0.086,-0.317,3
1661435229240.103,0.936,0.113,-0.086,-0.322,3
1661435229241.101,0.932,0.13,-0.088,-0.326,3
1661435229242.098,0.928,0.147,-0.089,-0.33,3
1661435229242.098,0.924,0.163,-0.091,-0.334,3
1661435229244.093,0.92,0.179,-0.093,-0.337,3
1661435229245.093,0.915,0.195,-0.096,-0.34,3
1661435229479.6602,0.91,0.21,-0.098,-0.343,3
1661435229480.658,0.906,0.224,-0.101,-0.345,3
1661435229481.67,0.901,0.238,-0.103,-0.347,3
1661435229482.709,0.897,0.251,-0.105,-0.348,3
1661435229483.652,0.893,0.262,-0.108,-0.35,3
1661435229484.648,0.889,0.272,-0.112,-0.351,3
1661435229485.856,0.885,0.28,-0.116,-0.352,3
1661435229487.735,0.882,0.288,-0.12,-0.354,3
1661435229488.637,0.879,0.294,-0.124,-0.355,3
1661435229540.3088,0.876,0.299,-0.127,-0.356,3
1661435229541.744,0.874,0.302,-0.13,-0.357,3
1661435229545.729,0.873,0.304,-0.132,-0.358,3
1661435229547.479,0.872,0.305,-0.134,-0.358,3
1661435229548.485,0.872,0.305,-0.135,-0.358,3
1661435229550.72,0.872,0.304,-0.137,-0.358,3
1661435229554.46,0.873,0.302,-0.138,-0.359,3
1661435229556.456,0.874,0.299,-0.138,-0.358,3
1661435229557.965,0.875,0.294,-0.138,-0.358,3
1661435229600.338,0.877,0.288,-0.138,-0.358,3
1661435229601.336,0.88,0.281,-0.137,-0.358,3
1661435229602.333,0.883,0.273,-0.136,-0.357,3
1661435229603.3298,0.898,0.229,-0.125,-0.354,3
1661435229660.1812,0.902,0.216,-0.121,-0.353,3
1661435229660.699,0.907,0.201,-0.116,-0.352,3
1661435229661.697,0.912,0.185,-0.112,-0.35,3
1661435229662.693,0.916,0.168,-0.106,-0.348,3
1661435229663.6912,0.921,0.15,-0.101,-0.345,3
1661435229664.688,0.925,0.132,-0.095,-0.343,3
1661435229664.688,0.929,0.113,-0.09,-0.34,3
1661435229719.605,0.933,0.093,-0.085,-0.337,3
1661435229720.5369,0.937,0.074,-0.08,-0.333,3
1661435229721.534,0.94,0.054,-0.075,-0.329,3
1661435229722.533,0.943,0.034,-0.071,-0.324,3
1661435229723.531,0.945,0.014,-0.066,-0.32,3
1661435229724.5269,0.947,-0.005,-0.06,-0.315,3
1661435229725.525,0.949,-0.024,-0.055,-0.309,3
1661435229726.521,0.95,-0.042,-0.051,-0.304,3
1661435229729.5151,0.951,-0.059,-0.047,-0.299,3
1661435229779.38,0.952,-0.075,-0.044,-0.293,3
1661435229780.377,0.953,-0.09,-0.042,-0.287,3
1661435229781.375,0.953,-0.105,-0.04,-0.281,3
1661435229782.372,0.953,-0.119,-0.039,-0.275,3
1661435229783.37,0.953,-0.132,-0.038,-0.269,3
1661435229784.3672,0.953,-0.144,-0.037,-0.264,3
1661435229785.364,0.953,-0.155,-0.036,-0.258,3
1661435229788.542,0.953,-0.164,-0.036,-0.253,3
1661435229789.3528,0.952,-0.173,-0.035,-0.249,3
1661435229840.217,0.952,-0.18,-0.035,-0.246,3
1661435229841.214,0.952,-0.185,-0.034,-0.243,3
1661435229841.214,0.951,-0.19,-0.034,-0.241,3
1661435229842.212,0.951,-0.192,-0.035,-0.24,3
1661435229843.21,0.951,-0.194,-0.035,-0.239,3
1661435229845.209,0.951,-0.194,-0.036,-0.239,3
1661435229900.056,0.951,-0.192,-0.036,-0.24,3
1661435229959.897,0.951,-0.19,-0.036,-0.242,3
1661435229961.893,0.951,-0.186,-0.036,-0.244,3
1661435229962.889,0.952,-0.181,-0.036,-0.246,3
1661435229962.889,0.952,-0.175,-0.036,-0.248,3
1661435229963.887,0.953,-0.167,-0.037,-0.251,3
1661435229965.882,0.953,-0.159,-0.038,-0.254,3
1661435229966.878,0.954,-0.15,-0.04,-0.257,3
1661435229968.873,0.954,-0.14,-0.042,-0.261,3
1661435229970.8682,0.955,-0.129,-0.044,-0.264,3
1661435230019.735,0.955,-0.117,-0.046,-0.269,3
1661435230020.734,0.955,-0.104,-0.048,-0.273,3
1661435230021.7322,0.955,-0.09,-0.051,-0.278,3
1661435230022.728,0.955,-0.076,-0.053,-0.283,3
1661435230023.726,0.954,-0.061,-0.055,-0.288,3
1661435230023.726,0.953,-0.045,-0.057,-0.294,3
1661435230080.1958,0.952,-0.029,-0.058,-0.299,3
1661435230080.581,0.951,-0.013,-0.059,-0.304,3
1661435230081.581,0.949,0.004,-0.06,-0.309,3
1661435230082.577,0.947,0.022,-0.061,-0.314,3
1661435230083.576,0.945,0.039,-0.062,-0.318,3
1661435230086.0022,0.943,0.057,-0.063,-0.322,3
1661435230086.567,0.94,0.074,-0.064,-0.326,3
1661435230087.566,0.937,0.092,-0.065,-0.33,3
1661435230088.561,0.934,0.109,-0.067,-0.334,3
1661435230140.0908,0.93,0.126,-0.069,-0.337,3
1661435230141.529,0.927,0.143,-0.071,-0.34,3
1661435230141.529,0.923,0.16,-0.073,-0.343,3
1661435230200.79,0.919,0.176,-0.075,-0.345,3
1661435230259.6372,0.915,0.192,-0.076,-0.347,3
1661435230261.593,0.911,0.207,-0.079,-0.348,3
1661435230262.5889,0.907,0.222,-0.082,-0.35,3
1661435230262.5889,0.902,0.236,-0.085,-0.351,3
1661435230263.586,0.898,0.249,-0.089,-0.351,3
1661435230264.583,0.894,0.261,-0.093,-0.352,3
1661435230265.582,0.89,0.272,-0.098,-0.353,3
1661435230266.5789,0.886,0.282,-0.103,-0.353,3
1661435230266.5789,0.882,0.29,-0.108,-0.354,3
1661435230319.5168,0.879,0.298,-0.113,-0.354,3
1661435230320.4329,0.876,0.304,-0.117,-0.355,3
1661435230321.432,0.874,0.309,-0.121,-0.355,3
1661435230322.43,0.872,0.314,-0.125,-0.354,3
1661435230323.427,0.87,0.317,-0.129,-0.354,3
1661435230324.424,0.869,0.319,-0.133,-0.354,3
1661435230324.424,0.868,0.32,-0.137,-0.354,3
1661435230325.459,0.868,0.32,-0.14,-0.354,3
1661435230326.418,0.867,0.32,-0.143,-0.353,3
1661435230380.291,0.868,0.318,-0.146,-0.353,3
1661435230381.271,0.869,0.315,-0.148,-0.352,3
1661435230382.2688,0.87,0.311,-0.15,-0.352,3
1661435230383.2668,0.872,0.307,-0.152,-0.351,3
1661435230384.264,0.874,0.301,-0.153,-0.35,3
1661435230440.127,0.876,0.294,-0.153,-0.35,3
1661435230441.125,0.879,0.287,-0.152,-0.349,3
1661435230442.122,0.882,0.278,-0.151,-0.348,3
1661435230442.122,0.886,0.269,-0.148,-0.348,3
1661435230443.12,0.89,0.259,-0.145,-0.347,3
1661435230445.12,0.894,0.247,-0.142,-0.346,3
1661435230446.113,0.898,0.235,-0.139,-0.345,3
1661435230448.149,0.902,0.222,-0.136,-0.345,3
1661435230449.104,0.906,0.209,-0.132,-0.344,3
1661435230499.967,0.91,0.195,-0.127,-0.343,3
1661435230500.965,0.915,0.18,-0.121,-0.341,3
1661435230501.963,0.919,0.164,-0.116,-0.339,3
1661435230502.96,0.923,0.148,-0.11,-0.337,3
1661435230503.958,0.927,0.132,-0.105,-0.336,3
1661435230504.957,0.93,0.115,-0.1,-0.334,3
1661435230506.949,0.933,0.098,-0.095,-0.332,3
1661435230507.946,0.936,0.081,-0.092,-0.33,3
1661435230508.944,0.939,0.064,-0.088,-0.327,3
1661435230560.164,0.941,0.046,-0.085,-0.325,3
1661435230562.864,0.943,0.029,-0.081,-0.323,3
1661435230563.7969,0.944,0.012,-0.076,-0.32,3
1661435230564.795,0.945,-0.005,-0.072,-0.318,3
1661435230564.795,0.946,-0.022,-0.067,-0.315,3
1661435230565.7908,0.947,-0.038,-0.063,-0.312,3
1661435230619.647,0.948,-0.053,-0.06,-0.309,3
1661435230620.644,0.948,-0.068,-0.056,-0.306,3
1661435230621.642,0.948,-0.082,-0.054,-0.302,3
1661435230679.486,0.948,-0.096,-0.052,-0.299,3
1661435230680.485,0.948,-0.108,-0.051,-0.295,3
1661435230681.54,0.948,-0.12,-0.05,-0.291,3
1661435230682.479,0.948,-0.131,-0.049,-0.287,3
1661435230683.478,0.947,-0.142,-0.048,-0.284,3
1661435230684.4749,0.947,-0.151,-0.047,-0.281,3
1661435230685.473,0.946,-0.16,-0.045,-0.278,3
1661435230685.473,0.946,-0.168,-0.044,-0.276,3
1661435230686.475,0.945,-0.174,-0.043,-0.273,3
1661435230742.319,0.945,-0.18,-0.041,-0.272,3
1661435230743.317,0.944,-0.184,-0.04,-0.27,3
1661435230744.315,0.944,-0.187,-0.039,-0.269,3
1661435230745.367,0.944,-0.189,-0.038,-0.268,3
1661435230746.309,0.944,-0.19,-0.038,-0.267,3
1661435230800.164,0.944,-0.19,-0.038,-0.266,3
1661435230801.162,0.945,-0.188,-0.038,-0.266,3
1661435230801.162,0.945,-0.184,-0.039,-0.266,3
1661435230802.1592,0.946,-0.18,-0.04,-0.266,3
1661435230803.156,0.947,-0.174,-0.041,-0.267,3
1661435230804.1538,0.948,-0.168,-0.042,-0.268,3
1661435230860.092,0.949,-0.16,-0.044,-0.269,3
1661435230861.092,0.949,-0.152,-0.046,-0.271,3
1661435230862.088,0.95,-0.142,-0.048,-0.273,3
1661435230863.085,0.951,-0.132,-0.05,-0.275,3
1661435230864.083,0.952,-0.121,-0.052,-0.278,3
1661435230866.076,0.952,-0.109,-0.054,-0.281,3
1661435230919.402,0.953,-0.096,-0.055,-0.284,3
1661435230920.399,0.953,-0.083,-0.056,-0.287,3
1661435230921.398,0.953,-0.07,-0.057,-0.29,3
1661435230922.396,0.953,-0.056,-0.059,-0.293,3
1661435230923.394,0.952,-0.041,-0.061,-0.296,3
1661435230924.39,0.952,-0.027,-0.063,-0.299,3
1661435230979.323,0.951,-0.011,-0.066,-0.302,3
1661435231040.158,0.95,0.004,-0.07,-0.306,3
1661435231041.156,0.948,0.02,-0.073,-0.309,3
1661435231042.154,0.946,0.036,-0.077,-0.312,3
1661435231043.266,0.944,0.052,-0.081,-0.315,3
1661435231044.148,0.942,0.068,-0.085,-0.319,3
1661435231045.146,0.939,0.084,-0.089,-0.322,3
1661435231046.145,0.936,0.101,-0.093,-0.325,3
1661435231047.35,0.932,0.117,-0.098,-0.328,3
1661435231099.999,0.929,0.134,-0.103,-0.331,3
1661435231101.994,0.924,0.15,-0.108,-0.334,3
1661435231102.9912,0.92,0.165,-0.113,-0.337,3
1661435231103.988,0.915,0.181,-0.118,-0.34,3
1661435231105.202,0.911,0.196,-0.123,-0.343,3
1661435231105.9958,0.906,0.21,-0.127,-0.346,3
1661435231107.1118,0.901,0.223,-0.131,-0.349,3
1661435231107.9768,0.896,0.236,-0.134,-0.351,3
1661435231108.9749,0.892,0.247,-0.136,-0.353,3
1661435231220.0378,0.888,0.257,-0.139,-0.355,3
1661435231221.0369,0.884,0.267,-0.142,-0.357,3
1661435231222.034,0.88,0.274,-0.145,-0.358,3
1661435231223.031,0.877,0.281,-0.149,-0.36,3
1661435231224.028,0.874,0.286,-0.153,-0.361,3
1661435231224.028,0.872,0.29,-0.157,-0.362,3
1661435231225.025,0.87,0.293,-0.161,-0.363,3
1661435231226.023,0.868,0.295,-0.164,-0.363,3
1661435231227.021,0.867,0.296,-0.168,-0.363,3
1661435231399.385,0.867,0.295,-0.17,-0.363,3
1661435231401.3828,0.868,0.294,-0.172,-0.362,3
1661435231402.3782,0.869,0.291,-0.173,-0.362,3
1661435231402.3782,0.87,0.287,-0.174,-0.361,3
1661435231403.375,0.872,0.283,-0.174,-0.359,3
1661435231404.373,0.875,0.277,-0.173,-0.358,3
1661435231405.3708,0.878,0.27,-0.172,-0.357,3
1661435231406.368,0.881,0.262,-0.169,-0.355,3
1661435231407.366,0.885,0.253,-0.167,-0.353,3
1661435231460.417,0.889,0.243,-0.163,-0.351,3
1661435231462.415,0.894,0.233,-0.16,-0.349,3
1661435231463.41,0.898,0.221,-0.155,-0.347,3
1661435231464.4092,0.903,0.209,-0.151,-0.345,3
1661435231466.7302,0.907,0.196,-0.146,-0.343,3
1661435231467.399,0.911,0.182,-0.14,-0.341,3
1661435231468.397,0.916,0.168,-0.136,-0.339,3
1661435231469.395,0.92,0.153,-0.131,-0.337,3
1661435231470.392,0.923,0.138,-0.126,-0.335,3
1661435231520.258,0.927,0.123,-0.121,-0.333,3
1661435231520.258,0.931,0.107,-0.114,-0.331,3
1661435231521.256,0.934,0.091,-0.107,-0.329,3
1661435231522.253,0.937,0.075,-0.099,-0.327,3
1661435231523.25,0.939,0.059,-0.092,-0.325,3
1661435231524.2478,0.942,0.043,-0.086,-0.323,3
1661435231525.244,0.944,0.026,-0.08,-0.32,3
1661435231526.243,0.945,0.01,-0.075,-0.317,3
1661435231527.239,0.947,-0.007,-0.071,-0.314,3
1661435231580.104,0.948,-0.023,-0.067,-0.311,3
1661435231581.094,0.949,-0.038,-0.063,-0.306,3
1661435231582.092,0.95,-0.054,-0.059,-0.302,3
1661435231582.092,0.951,-0.069,-0.057,-0.297,3
1661435231584.088,0.951,-0.084,-0.055,-0.292,3
1661435231584.088,0.951,-0.098,-0.054,-0.287,3
1661435231585.0862,0.952,-0.111,-0.054,-0.282,3
1661435231657.349,0.952,-0.123,-0.052,-0.277,3
1661435231657.905,0.951,-0.135,-0.051,-0.272,3
1661435231658.922,0.951,-0.146,-0.049,-0.268,3
1661435231659.916,0.951,-0.155,-0.048,-0.264,3
1661435231660.881,0.95,-0.164,-0.047,-0.261,3
1661435231661.8792,0.95,-0.171,-0.046,-0.257,3
1661435231662.8772,0.95,-0.177,-0.045,-0.255,3
1661435231663.874,0.949,-0.182,-0.044,-0.252,3
1661435231664.871,0.949,-0.186,-0.044,-0.25,3
1661435231700.1938,0.949,-0.189,-0.043,-0.249,3
1661435231700.775,0.949,-0.19,-0.044,-0.248,3
1661435231701.772,0.949,-0.19,-0.044,-0.247,3
1661435231702.805,0.949,-0.189,-0.045,-0.246,3
1661435231703.767,0.95,-0.187,-0.046,-0.246,3
1661435231704.764,0.95,-0.183,-0.048,-0.247,3
1661435231704.764,0.951,-0.178,-0.049,-0.248,3
1661435231705.762,0.952,-0.172,-0.051,-0.249,3
1661435231759.5469,0.952,-0.165,-0.052,-0.251,3
1661435231761.55,0.953,-0.157,-0.054,-0.253,3
1661435231762.482,0.954,-0.148,-0.055,-0.256,3
1661435231763.48,0.954,-0.138,-0.056,-0.258,3
1661435231819.78,0.955,-0.128,-0.057,-0.262,3
1661435231820.3271,0.955,-0.117,-0.058,-0.265,3
1661435231821.3242,0.956,-0.105,-0.06,-0.268,3
1661435231822.323,0.956,-0.092,-0.062,-0.272,3
1661435231823.3198,0.956,-0.079,-0.065,-0.276,3
1661435231824.317,0.956,-0.065,-0.067,-0.279,3
1661435231825.314,0.955,-0.051,-0.069,-0.284,3
1661435231825.314,0.954,-0.036,-0.072,-0.288,3
1661435231879.386,0.953,-0.02,-0.074,-0.292,3
1661435231880.3762,0.952,-0.004,-0.076,-0.297,3
1661435231881.3738,0.95,0.012,-0.077,-0.301,3
1661435231882.3708,0.948,0.028,-0.079,-0.306,3
1661435231883.371,0.946,0.045,-0.08,-0.311,3
1661435231884.367,0.943,0.062,-0.082,-0.316,3
1661435231939.755,0.94,0.079,-0.084,-0.32,3
1661435231940.753,0.937,0.096,-0.085,-0.325,3
1661435231941.751,0.933,0.113,-0.087,-0.33,3
1661435231942.749,0.929,0.129,-0.088,-0.334,3
1661435231943.746,0.925,0.146,-0.09,-0.338,3
1661435231944.743,0.921,0.162,-0.092,-0.342,3
1661435232025.574,0.917,0.177,-0.094,-0.346,3
1661435232026.942,0.912,0.193,-0.097,-0.349,3
1661435232027.522,0.907,0.208,-0.101,-0.352,3
1661435232028.647,0.902,0.223,-0.104,-0.354,3
1661435232030.517,0.898,0.236,-0.109,-0.355,3
1661435232031.512,0.893,0.25,-0.113,-0.357,3
1661435232059.484,0.889,0.262,-0.119,-0.357,3
1661435232061.7869,0.884,0.273,-0.124,-0.358,3
1661435232062.429,0.88,0.283,-0.131,-0.358,3
1661435232064.423,0.876,0.292,-0.139,-0.358,3
1661435232065.42,0.872,0.3,-0.146,-0.358,3
1661435232066.417,0.869,0.306,-0.153,-0.358,3
1661435232120.2732,0.866,0.311,-0.159,-0.358,3
1661435232121.271,0.863,0.315,-0.164,-0.358,3
1661435232121.271,0.861,0.318,-0.169,-0.358,3
1661435232122.268,0.86,0.32,-0.173,-0.357,3
1661435232123.2651,0.859,0.321,-0.176,-0.357,3
1661435232124.263,0.859,0.321,-0.179,-0.356,3
1661435232179.483,0.859,0.319,-0.181,-0.356,3
1661435232180.5269,0.86,0.317,-0.183,-0.355,3
1661435232181.478,0.861,0.314,-0.185,-0.354,3
1661435232182.476,0.863,0.309,-0.185,-0.354,3
1661435232183.4731,0.865,0.303,-0.186,-0.353,3
1661435232184.47,0.868,0.296,-0.185,-0.353,3
1661435232240.32,0.871,0.288,-0.184,-0.352,3
1661435232241.318,0.875,0.279,-0.181,-0.351,3
1661435232242.315,0.879,0.269,-0.178,-0.351,3
1661435232242.315,0.884,0.258,-0.174,-0.35,3
1661435232243.3118,0.888,0.245,-0.17,-0.349,3
1661435232245.307,0.893,0.232,-0.164,-0.348,3
1661435232300.164,0.898,0.217,-0.158,-0.347,3
1661435232301.162,0.904,0.202,-0.152,-0.346,3
1661435232302.16,0.909,0.186,-0.145,-0.344,3
1661435232302.16,0.914,0.169,-0.138,-0.343,3
1661435232303.156,0.919,0.151,-0.131,-0.341,3
1661435232304.2432,0.923,0.133,-0.124,-0.339,3
1661435232419.844,0.927,0.114,-0.116,-0.337,3
1661435232420.8428,0.931,0.096,-0.109,-0.334,3
1661435232421.839,0.935,0.077,-0.101,-0.331,3
1661435232422.837,0.938,0.058,-0.094,-0.328,3
1661435232423.835,0.941,0.039,-0.088,-0.325,3
1661435232424.832,0.943,0.021,-0.082,-0.321,3
1661435232425.828,0.945,0.003,-0.077,-0.318,3
1661435232426.827,0.947,-0.015,-0.072,-0.314,3
1661435232457.743,0.948,-0.033,-0.068,-0.31,3
1661435232479.6829,0.949,-0.05,-0.064,-0.306,3
1661435232480.682,0.949,-0.067,-0.061,-0.302,3
1661435232482.562,0.949,-0.083,-0.057,-0.298,3
1661435232483.748,0.949,-0.099,-0.054,-0.295,3
1661435232539.523,0.949,-0.114,-0.051,-0.291,3
1661435232540.521,0.948,-0.129,-0.048,-0.287,3
1661435232541.519,0.947,-0.142,-0.046,-0.283,3
1661435232542.516,0.947,-0.155,-0.043,-0.28,3
1661435232543.516,0.946,-0.167,-0.04,-0.276,3
1661435232545.269,0.945,-0.178,-0.038,-0.273,3
1661435232545.509,0.944,-0.188,-0.036,-0.27,3
1661435232546.5068,0.943,-0.197,-0.034,-0.267,3
1661435232547.503,0.942,-0.205,-0.033,-0.265,3
1661435232599.363,0.941,-0.211,-0.033,-0.262,3
1661435232600.361,0.94,-0.216,-0.034,-0.26,3
1661435232601.36,0.94,-0.22,-0.036,-0.258,3
1661435232602.356,0.94,-0.222,-0.037,-0.257,3
1661435232603.353,0.94,-0.223,-0.038,-0.256,3
1661435232604.352,0.94,-0.222,-0.039,-0.256,3
1661435232605.349,0.94,-0.22,-0.038,-0.256,3
1661435232659.798,0.941,-0.217,-0.038,-0.258,3
1661435232660.716,0.941,-0.213,-0.038,-0.259,3
1661435232662.7148,0.942,-0.207,-0.038,-0.261,3
1661435232663.713,0.943,-0.2,-0.039,-0.263,3
1661435232664.711,0.944,-0.193,-0.04,-0.266,3
1661435232665.708,0.945,-0.184,-0.042,-0.268,3
1661435232720.685,0.946,-0.175,-0.044,-0.271,3
1661435232721.937,0.946,-0.165,-0.046,-0.274,3
1661435232722.946,0.947,-0.155,-0.048,-0.277,3
1661435232723.932,0.948,-0.143,-0.05,-0.28,3
1661435232724.983,0.949,-0.131,-0.051,-0.283,3
1661435232725.928,0.949,-0.119,-0.053,-0.287,3
1661435232780.245,0.949,-0.106,-0.055,-0.29,3
1661435232781.199,0.95,-0.092,-0.057,-0.294,3
1661435232782.1938,0.95,-0.078,-0.06,-0.297,3
1661435232842.766,0.949,-0.063,-0.063,-0.301,3
1661435232843.922,0.949,-0.048,-0.066,-0.305,3
1661435232845.778,0.948,-0.033,-0.068,-0.308,3
1661435232846.759,0.947,-0.016,-0.071,-0.312,3
1661435232847.755,0.946,-0.0,-0.075,-0.315,3
1661435232848.95,0.944,0.017,-0.078,-0.319,3
1661435232849.75,0.943,0.034,-0.082,-0.322,3
1661435232850.889,0.941,0.051,-0.085,-0.325,3
1661435232851.7449,0.938,0.069,-0.088,-0.328,3
1661435232900.146,0.935,0.086,-0.091,-0.331,3
1661435232901.101,0.932,0.104,-0.094,-0.334,3
1661435232902.139,0.929,0.121,-0.096,-0.337,3
1661435232903.098,0.925,0.138,-0.099,-0.34,3
1661435232904.092,0.921,0.155,-0.101,-0.343,3
1661435232905.098,0.917,0.171,-0.102,-0.346,3
1661435232960.3528,0.912,0.188,-0.103,-0.349,3
1661435232961.3408,0.907,0.203,-0.104,-0.352,3
1661435232962.3389,0.903,0.219,-0.106,-0.355,3
1661435232963.3638,0.897,0.234,-0.107,-0.358,3
1661435232965.331,0.892,0.248,-0.109,-0.361,3
1661435232966.328,0.887,0.261,-0.11,-0.364,3
1661435233020.702,0.882,0.274,-0.112,-0.367,3
1661435233021.179,0.877,0.285,-0.113,-0.369,3
1661435233022.216,0.873,0.295,-0.115,-0.372,3
1661435233023.22,0.868,0.304,-0.117,-0.374,3
1661435233024.21,0.865,0.312,-0.118,-0.375,3
1661435233025.1948,0.861,0.319,-0.12,-0.377,3
1661435233080.069,0.858,0.325,-0.122,-0.378,3
1661435233081.019,0.856,0.33,-0.123,-0.379,3
1661435233082.016,0.854,0.334,-0.125,-0.38,3
1661435233083.014,0.852,0.336,-0.127,-0.381,3
1661435233084.011,0.851,0.338,-0.129,-0.382,3
1661435233085.0078,0.85,0.338,-0.131,-0.382,3
1661435233140.278,0.85,0.337,-0.133,-0.382,3
1661435233141.891,0.851,0.335,-0.134,-0.382,3
1661435233142.854,0.852,0.332,-0.136,-0.382,3
1661435233143.851,0.853,0.328,-0.137,-0.382,3
1661435233144.849,0.855,0.323,-0.139,-0.382,3
1661435233145.848,0.857,0.317,-0.139,-0.381,3
1661435233206.685,0.86,0.309,-0.139,-0.381,3
1661435233207.681,0.864,0.301,-0.137,-0.38,3
1661435233208.678,0.868,0.292,-0.135,-0.38,3
1661435233209.675,0.872,0.281,-0.131,-0.379,3
1661435233210.673,0.876,0.27,-0.127,-0.378,3
1661435233211.689,0.881,0.257,-0.122,-0.377,3
1661435233260.438,0.886,0.243,-0.117,-0.376,3
1661435233261.537,0.891,0.229,-0.111,-0.375,3
1661435233262.534,0.897,0.213,-0.104,-0.374,3
1661435233263.532,0.902,0.197,-0.096,-0.372,3
1661435233264.536,0.907,0.179,-0.089,-0.37,3
1661435233265.526,0.912,0.162,-0.081,-0.368,3
1661435233320.23,0.917,0.144,-0.073,-0.365,3
1661435233379.861,0.921,0.125,-0.065,-0.363,3
1661435233380.9011,0.925,0.106,-0.057,-0.36,3
